publication_citation,publication_authors,publication_year,publication_title,publication_publisher,publication_doi,publication_with_reported_data,locality,country_continent,habitat_description,habitat_type,category,group,macrophyte_identification,dm_gm2,log_dm_gm2,dm_gm2_value,dm_gm2_conversion,dm_gm2_location,tp_stock_gm2,log_tp_stock_gm2,tp_stock_gm2_value,tp_stock_gm2_conversion,tp_stock_gm2_location,tn_stock_gm2,log_tn_stock_gm2,tn_stock_gm2_value,tn_stock_gm2_conversion,tn_stock_gm2_location
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Chozas Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Myriophyllum alterniforum,-9999,-9999,NA,NA,NA,0.2,-0.706,mean,mg/m2 to g/m2,table 9,0.61,-0.218,mean,mg/m2 to g/m2,table 9
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Redos Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Myriophyllum alterniforum,-9999,-9999,NA,NA,NA,0.05,-1.292,minimum,mg/m2 to g/m2,table 9,0.82,-0.087,minimum,mg/m2 to g/m2,table 9
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Chozas Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Nitella translucens,-9999,-9999,NA,NA,NA,0.08,-1.119,mean,mg/m2 to g/m2,table 9,0.89,-0.049,mean,mg/m2 to g/m2,table 9
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Sentiz Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Chara fragilis,-9999,-9999,NA,NA,NA,0.03,-1.553,mean,mg/m2 to g/m2,table 9,1.14,0.056,mean,mg/m2 to g/m2,table 9
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Chozas Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Myriophyllum alterniforum,-9999,-9999,NA,NA,NA,0.07,-1.174,maximum,mg/m2 to g/m2,table 9,1.28,0.106,maximum,mg/m2 to g/m2,table 9
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Redos Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Myriophyllum alterniforum,-9999,-9999,NA,NA,NA,0.19,-0.721,mean,mg/m2 to g/m2,table 9,1.93,0.286,mean,mg/m2 to g/m2,table 9
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Chozas Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Potamogeton natans,-9999,-9999,NA,NA,NA,0.19,-0.726,mean,mg/m2 to g/m2,table 9,2.02,0.305,mean,mg/m2 to g/m2,table 9
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Chozas Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Nitella translucens,-9999,-9999,NA,NA,NA,0.1,-1.004,maximum,mg/m2 to g/m2,table 9,2.12,0.326,maximum,mg/m2 to g/m2,table 9
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Chozas Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Chara fragilis,-9999,-9999,NA,NA,NA,0.08,-1.102,mean,mg/m2 to g/m2,table 9,2.38,0.376,mean,mg/m2 to g/m2,table 9
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Redos Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Chara fragilis,-9999,-9999,NA,NA,NA,0.04,-1.444,mean,mg/m2 to g/m2,table 9,2.62,0.417,mean,mg/m2 to g/m2,table 9
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Sentiz Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Myriophyllum alterniforum,-9999,-9999,NA,NA,NA,0.13,-0.9,mean,mg/m2 to g/m2,table 9,3.22,0.508,mean,mg/m2 to g/m2,table 9
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Sentiz Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Chara fragilis,-9999,-9999,NA,NA,NA,0.27,-0.575,maximum,mg/m2 to g/m2,table 9,3.63,0.56,maximum,mg/m2 to g/m2,table 9
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Chozas Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Potamogeton natans,-9999,-9999,NA,NA,NA,0.13,-0.893,maximum,mg/m2 to g/m2,table 9,5.11,0.709,maximum,mg/m2 to g/m2,table 9
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Redos Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Myriophyllum alterniforum,-9999,-9999,NA,NA,NA,0.48,-0.315,maximum,mg/m2 to g/m2,table 9,5.77,0.761,maximum,mg/m2 to g/m2,table 9
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Redos Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Chara fragilis,-9999,-9999,NA,NA,NA,0.65,-0.187,maximum,mg/m2 to g/m2,table 9,6.6,0.82,maximum,mg/m2 to g/m2,table 9
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Chozas Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Chara fragilis,-9999,-9999,NA,NA,NA,0.27,-0.565,maximum,mg/m2 to g/m2,table 9,10.07,1.003,maximum,mg/m2 to g/m2,table 9
"Fernandez-Alaez and Fernandez-Alaez, 2011","Fernandez-Alaez, C., & Fernandez-Alaez, M.",2011,Seasonal changes in tissue nutrient concentrations of macroalgae and aquatic angiosperms in Mediterranean ponds (North-Western Spain),Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2011/0179-0179,NA,NA,Spain,Sentiz Pond,pond,shallow_lake_and_pond,other_fw_benthic_system,Myriophyllum alterniforum,-9999,-9999,NA,NA,NA,0.48,-0.322,maximum,mg/m2 to g/m2,table 9,13.19,1.12,maximum,mg/m2 to g/m2,table 9
"Finlayson et al., 1984","Finlayson, C. M., Farrell, T. P., & Griffiths, D. J.",1984,"Studies of the hydrobiology of a tropical lake in north-western Queensland. III. Growth, chemical composition and potential for harvesting of the aquatic vegetation",Marine and Freshwater Research,https://doi.org/10.1071/MF9840525,NA,NA,Slovania,Lake Moondarra littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Slavinia molesta,810,2.908,maximum,none,abstract text,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Finlayson et al., 1984","Finlayson, C. M., Farrell, T. P., & Griffiths, D. J.",1984,"Studies of the hydrobiology of a tropical lake in north-western Queensland. III. Growth, chemical composition and potential for harvesting of the aquatic vegetation",Marine and Freshwater Research,https://doi.org/10.1071/MF9840525,NA,NA,Slovania,Lake Moondarra littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Hydrilla verticillata,3000,3.477,maximum,none,abstract text,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Finlayson et al., 1984","Finlayson, C. M., Farrell, T. P., & Griffiths, D. J.",1984,"Studies of the hydrobiology of a tropical lake in north-western Queensland. III. Growth, chemical composition and potential for harvesting of the aquatic vegetation",Marine and Freshwater Research,https://doi.org/10.1071/MF9840525,NA,NA,Slovania,Lake Moondarra littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Potamogeton cripus,6000,3.778,maximum,none,abstract text,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Flanagan et al., 2022","Flanagan, L. B., Henry, K. J., Telfer, M. D., Zimmerman, O. R., Soued, C., & Bogard, M. J.",2022,Small Contribution of Schoenoplectus acutus (Emergent Macrophyte) to Nitrogen Removal from Wastewater Effluent Input to a Restored Prairie Wetland Complex,Wetlands,https://doi.org/10.1007/s13157-022-01622-x,NA,Alberta,Canada,Frank Lake restored prairie wetland,prairie_marsh,wetland,wetland,aboveground Schoenoplectus acutus monoculture,680.6,2.833,mean,none,table 2,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Flanagan et al., 2022","Flanagan, L. B., Henry, K. J., Telfer, M. D., Zimmerman, O. R., Soued, C., & Bogard, M. J.",2022,Small Contribution of Schoenoplectus acutus (Emergent Macrophyte) to Nitrogen Removal from Wastewater Effluent Input to a Restored Prairie Wetland Complex,Wetlands,https://doi.org/10.1007/s13157-022-01622-x,NA,Alberta,Canada,Frank Lake restored prairie wetland,prairie_marsh,wetland,wetland,aboveground Schoenoplectus acutus monoculture,744.6,2.872,mean,none,table 2,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Flanagan et al., 2022","Flanagan, L. B., Henry, K. J., Telfer, M. D., Zimmerman, O. R., Soued, C., & Bogard, M. J.",2022,Small Contribution of Schoenoplectus acutus (Emergent Macrophyte) to Nitrogen Removal from Wastewater Effluent Input to a Restored Prairie Wetland Complex,Wetlands,https://doi.org/10.1007/s13157-022-01622-x,NA,Alberta,Canada,Frank Lake restored prairie wetland,prairie_marsh,wetland,wetland,aboveground Schoenoplectus acutus monoculture,991.4,2.996,mean,none,table 2,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Flanagan et al., 2022","Flanagan, L. B., Henry, K. J., Telfer, M. D., Zimmerman, O. R., Soued, C., & Bogard, M. J.",2022,Small Contribution of Schoenoplectus acutus (Emergent Macrophyte) to Nitrogen Removal from Wastewater Effluent Input to a Restored Prairie Wetland Complex,Wetlands,https://doi.org/10.1007/s13157-022-01622-x,NA,Alberta,Canada,Frank Lake restored prairie wetland,prairie_marsh,wetland,wetland,aboveground Schoenoplectus acutus monoculture,1118.4,3.049,mean,none,table 2,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Flanagan et al., 2022","Flanagan, L. B., Henry, K. J., Telfer, M. D., Zimmerman, O. R., Soued, C., & Bogard, M. J.",2022,Small Contribution of Schoenoplectus acutus (Emergent Macrophyte) to Nitrogen Removal from Wastewater Effluent Input to a Restored Prairie Wetland Complex,Wetlands,https://doi.org/10.1007/s13157-022-01622-x,NA,Alberta,Canada,Frank Lake restored prairie wetland,prairie_marsh,wetland,wetland,aboveground Schoenoplectus acutus monoculture,1144.1,3.058,mean,none,table 2,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Gacia and Bellasteros, 1994","Gacia, E., & Ballesteros, E.",1994,Production of Isoetes lacustris in a Pyrenean lake: seasonality and ecological factors involved in the growing period,Aquatic Botany,https://doi.org/10.1016/0304-3770(94)90074-4,"Wetzel, 2010",NA,Spain,Lake Baciver littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,aboveground Isoetes lacustris-dominated community,25,1.398,seasonal maxium,none,table 18-8,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Gacia and Bellasteros, 1994","Gacia, E., & Ballesteros, E.",1994,Production of Isoetes lacustris in a Pyrenean lake: seasonality and ecological factors involved in the growing period,Aquatic Botany,https://doi.org/10.1016/0304-3770(94)90074-4,"Wetzel, 2010",NA,Spain,Lake Baciver littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,aboveground Isoetes lacustris-dominated community,60,1.778,seasonal maxium,none,table 18-8,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Galletti et al., 2010","Galletti, A., Verlicchi, P., & Ranieri, E.",2010,"Removal and accumulation of Cu, Ni and Zn in horizontal subsurface flow constructed wetlands: Contribution of vegetation and filling medium",Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2010.07.045,NA,NA,Italy,wastewater experiemental constructed wetland,constructed_treatment_wetland,wetland,wetland,aboveground Phragmites australis,1613,3.208,mean,none,table 7,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Gantes et al., 2005","Gantes, P., Caro, A. S., Momo, F., Casset, M. A., & Torremorel, A.",2005,"An approximation to the nitrogen and phosphorus budgets in floating soils of a subtropical peatland (Iber, Argentina)",Ecological Modeling,https://doi.org/10.1016/j.ecolmodel.2005.01.051,NA,NA,Argentina,Littoral floating tropical peatland,marsh,wetland,wetland,aboveground macrophyte community,233.21,2.368,minimum,none,results text,0.44,-0.357,minimum,none,results text,2.13,0.328,minimum,none,results text
"Gantes et al., 2005","Gantes, P., Caro, A. S., Momo, F., Casset, M. A., & Torremorel, A.",2005,"An approximation to the nitrogen and phosphorus budgets in floating soils of a subtropical peatland (Iber, Argentina)",Ecological Modeling,https://doi.org/10.1016/j.ecolmodel.2005.01.051,NA,NA,Argentina,Littoral floating tropical peatland,marsh,wetland,wetland,aboveground macrophyte community,1005.02,3.002,maximum,none,results text,1.54,0.188,maximum,none,results text,10.33,1.014,maximum,none,results text
"Getsinger and Dillon, 1984","Getsinger, K. D., & Dillon, C. R.",1984,"Quiescence, growth and senescence of Egeria densa in Lake Marion",Aquatic Botany,https://doi.org/10.1016/0304-3770(84)90096-2,"Wetzel, 2010",South Carolina,United States of America,Lake Marion littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,aboveground Egeria canadensis-dominated community,77,1.886,seasonal maxium,none,table 18-8,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Getsinger and Dillon, 1984","Getsinger, K. D., & Dillon, C. R.",1984,"Quiescence, growth and senescence of Egeria densa in Lake Marion",Aquatic Botany,https://doi.org/10.1016/0304-3770(84)90096-2,"Wetzel, 2010",South Carolina,United States of America,Lake Marion littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,aboveground Egeria canadensis-dominated community,374,2.573,seasonal maxium,none,table 18-8,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Giannini et al., 2018","Giannini, V., Bertacchi, A., Bonari, E., & Silvestri, N.",2018,Rewetting in Mediterranean reclaimed peaty soils and its potential for phyto-treatment use,Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2017.12.016,NA,NA,Italy,Massaciuccoli Natural Park natural wetland system,constructed_treatment_wetland,wetland,wetland,Myriophyllum aquaticum monoculture,800,2.903,mean,kg/m2 to g/m2,table 4,4.29,0.632,mean,% with kg/m2 to calculate g/m2,table 4,16.4,1.215,mean,% with kg/m2 to calculate g/m2,table 4
"Giannini et al., 2018","Giannini, V., Bertacchi, A., Bonari, E., & Silvestri, N.",2018,Rewetting in Mediterranean reclaimed peaty soils and its potential for phyto-treatment use,Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2017.12.016,NA,NA,Italy,Massaciuccoli Natural Park natural wetland system,constructed_treatment_wetland,wetland,wetland,Myriophyllum aquaticum monoculture,910,2.959,mean,kg/m2 to g/m2,table 4,4,0.602,mean,% with kg/m2 to calculate g/m2,table 4,20.02,1.301,mean,% with kg/m2 to calculate g/m2,table 4
"Giannini et al., 2018","Giannini, V., Bertacchi, A., Bonari, E., & Silvestri, N.",2018,Rewetting in Mediterranean reclaimed peaty soils and its potential for phyto-treatment use,Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2017.12.016,NA,NA,Italy,Massaciuccoli Natural Park natural wetland system,constructed_treatment_wetland,wetland,wetland,Myriophyllum aquaticum monoculture,1430,3.155,mean,kg/m2 to g/m2,table 4,4.29,0.632,mean,% with kg/m2 to calculate g/m2,table 4,26.88,1.429,mean,% with kg/m2 to calculate g/m2,table 4
"Giannini et al., 2018","Giannini, V., Bertacchi, A., Bonari, E., & Silvestri, N.",2018,Rewetting in Mediterranean reclaimed peaty soils and its potential for phyto-treatment use,Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2017.12.016,NA,NA,Italy,Massaciuccoli Natural Park natural wetland system,constructed_treatment_wetland,wetland,wetland,Phragmites australis monoculture,3150,3.498,mean,kg/m2 to g/m2,table 3,4.41,0.644,mean,% with kg/m2 to calculate g/m2,table 3,48.83,1.689,mean,% with kg/m2 to calculate g/m2,table 3
