publication_citation,publication_authors,publication_year,publication_title,publication_publisher,publication_doi,publication_with_reported_data,locality,country_continent,habitat_description,habitat_type,category,group,chla_ugl,log_chla_ugl,chla_ugl_value,chla_ugl_conversion,chla_ugl_location,water_tp_ugl,log_water_tp_ugl,water_tp_ugl_conversion,water_tp_ugl_location
"McNair and Chow-Fraser, 2003","McNair, S. A., & Chow-Fraser, P.",2003,Change in biomass of benthic and planktonic algae along a disturbance gradient for 24 Great Lakes coastal wetlands,Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/F03-054,NA,Great Lakes,United States of America,West Fish Creek Wetland,non_tidal_coastal_wetland,wetland,wetland,0.46,-0.337,mean,none,table 3,59.91,1.777,none,table A2
"McNair and Chow-Fraser, 2003","McNair, S. A., & Chow-Fraser, P.",2003,Change in biomass of benthic and planktonic algae along a disturbance gradient for 24 Great Lakes coastal wetlands,Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/F03-054,NA,Great Lakes,United States of America,Long Point Inner Bay Wetland,non_tidal_coastal_wetland,wetland,wetland,4.02,0.604,mean,none,table 3,66.42,1.822,none,table A2
"McNair and Chow-Fraser, 2003","McNair, S. A., & Chow-Fraser, P.",2003,Change in biomass of benthic and planktonic algae along a disturbance gradient for 24 Great Lakes coastal wetlands,Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/F03-054,NA,Great Lakes,United States of America,Little Sodus Wetland,non_tidal_coastal_wetland,wetland,wetland,5.05,0.703,mean,none,table 3,66.68,1.824,none,table A2
"McNair and Chow-Fraser, 2003","McNair, S. A., & Chow-Fraser, P.",2003,Change in biomass of benthic and planktonic algae along a disturbance gradient for 24 Great Lakes coastal wetlands,Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/F03-054,NA,Great Lakes,United States of America,Frenchmann's Bay Wetland,non_tidal_coastal_wetland,wetland,wetland,7.42,0.87,mean,none,table 3,68.5,1.836,none,table A2
"McNair and Chow-Fraser, 2003","McNair, S. A., & Chow-Fraser, P.",2003,Change in biomass of benthic and planktonic algae along a disturbance gradient for 24 Great Lakes coastal wetlands,Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/F03-054,NA,Great Lakes,United States of America,Echo Bay Wetland,non_tidal_coastal_wetland,wetland,wetland,1.08,0.033,mean,none,table 3,76.6,1.884,none,table A2
"McNair and Chow-Fraser, 2003","McNair, S. A., & Chow-Fraser, P.",2003,Change in biomass of benthic and planktonic algae along a disturbance gradient for 24 Great Lakes coastal wetlands,Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/F03-054,NA,Great Lakes,United States of America,Long Pont Big Rice Bay Wetland,non_tidal_coastal_wetland,wetland,wetland,4.24,0.627,mean,none,table 3,89.03,1.95,none,table A2
"McNair and Chow-Fraser, 2003","McNair, S. A., & Chow-Fraser, P.",2003,Change in biomass of benthic and planktonic algae along a disturbance gradient for 24 Great Lakes coastal wetlands,Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/F03-054,NA,Great Lakes,United States of America,Presqu'lle Wetland,non_tidal_coastal_wetland,wetland,wetland,9.28,0.968,mean,none,table 3,93,1.968,none,table A2
"McNair and Chow-Fraser, 2003","McNair, S. A., & Chow-Fraser, P.",2003,Change in biomass of benthic and planktonic algae along a disturbance gradient for 24 Great Lakes coastal wetlands,Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/F03-054,NA,Great Lakes,United States of America,Rpreque Isle Wetland,non_tidal_coastal_wetland,wetland,wetland,1.28,0.107,mean,none,table 3,94.21,1.974,none,table A2
"McNair and Chow-Fraser, 2003","McNair, S. A., & Chow-Fraser, P.",2003,Change in biomass of benthic and planktonic algae along a disturbance gradient for 24 Great Lakes coastal wetlands,Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/F03-054,NA,Great Lakes,United States of America,Mismer Marsh,non_tidal_coastal_wetland,wetland,wetland,0.27,-0.569,mean,none,table 3,117.14,2.069,none,table A2
"McNair and Chow-Fraser, 2003","McNair, S. A., & Chow-Fraser, P.",2003,Change in biomass of benthic and planktonic algae along a disturbance gradient for 24 Great Lakes coastal wetlands,Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/F03-054,NA,Great Lakes,United States of America,Hay Bay Wetland,non_tidal_coastal_wetland,wetland,wetland,13.44,1.128,mean,none,table 3,133.47,2.125,none,table A2
"McNair and Chow-Fraser, 2003","McNair, S. A., & Chow-Fraser, P.",2003,Change in biomass of benthic and planktonic algae along a disturbance gradient for 24 Great Lakes coastal wetlands,Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/F03-054,NA,Great Lakes,United States of America,Cootes Paradise Wetland,non_tidal_coastal_wetland,wetland,wetland,65.37,1.815,mean,none,table 3,145.6,2.163,none,table A2
"McNair and Chow-Fraser, 2003","McNair, S. A., & Chow-Fraser, P.",2003,Change in biomass of benthic and planktonic algae along a disturbance gradient for 24 Great Lakes coastal wetlands,Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/F03-054,NA,Great Lakes,United States of America,Darlington Wetland,non_tidal_coastal_wetland,wetland,wetland,9.56,0.98,mean,none,table 3,158.36,2.2,none,table A2
"McNair and Chow-Fraser, 2003","McNair, S. A., & Chow-Fraser, P.",2003,Change in biomass of benthic and planktonic algae along a disturbance gradient for 24 Great Lakes coastal wetlands,Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/F03-054,NA,Great Lakes,United States of America,Jordan Harbour Wetland,non_tidal_coastal_wetland,wetland,wetland,2.84,0.453,mean,none,table 3,341.88,2.534,none,table A2
"McNair and Chow-Fraser, 2003","McNair, S. A., & Chow-Fraser, P.",2003,Change in biomass of benthic and planktonic algae along a disturbance gradient for 24 Great Lakes coastal wetlands,Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/F03-054,NA,Great Lakes,United States of America,Old Woman Creek Wetland,non_tidal_coastal_wetland,wetland,wetland,100.35,2.002,mean,none,table 3,398.05,2.6,none,table A2
"McNair and Chow-Fraser, 2003","McNair, S. A., & Chow-Fraser, P.",2003,Change in biomass of benthic and planktonic algae along a disturbance gradient for 24 Great Lakes coastal wetlands,Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/F03-054,NA,Great Lakes,United States of America,Sandy Creek Wetland,non_tidal_coastal_wetland,wetland,wetland,5.3,0.724,mean,none,table 3,4428,3.646,none,table A2
"Mieczan, 2005","Mieczan, T.",2005,Periphytic ciliates in littoral zone of three lakes of different trophic status,Polish Journal of Ecology,NA,NA,NA,Poland,Lake Moszne littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,78,1.892,mean,ug/dm3 to ug/l,methods text,10,1,ug/dm3 to ug/l,table 2
"Mieczan, 2005","Mieczan, T.",2005,Periphytic ciliates in littoral zone of three lakes of different trophic status,Polish Journal of Ecology,NA,NA,NA,Poland,Lake Piaseczno mesotrophic littoral zone,mesotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,9,0.954,mean,ug/dm3 to ug/l,methods text,33,1.519,ug/dm3 to ug/l,table 2
"Mieczan, 2005","Mieczan, T.",2005,Periphytic ciliates in littoral zone of three lakes of different trophic status,Polish Journal of Ecology,NA,NA,NA,Poland,Lake Usciwierz eutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,51,1.708,mean,ug/dm3 to ug/l,methods text,43,1.633,ug/dm3 to ug/l,table 2
"Morrice et al., 2007","Morrice, J. A., Danz, N. P., Regal, R. R., Kelly, J. R., Niemi, G. J., Reavie, E. D., Hollenhorst, T., Axler, R. P., Trebitz, A. S., Cotter, A. M., & Peterson, G. S.",2008,Human Influences on Water Quality in Great Lakes Coastal Wetlands,Environmental Management,https://doi.org/10.1007/s00267-007-9055-5,NA,Great Lakes,United States of America,Great Lakes coastal wetland,non_tidal_coastal_wetland,wetland,wetland,5.6,0.748,mean,none,table 4,38,1.58,none,table 4
"Ni, 2014","Ni, W. M.",2014,"Impact of nutrients and temperature on algal growth and relative abundance of Xixi wetland, China",Applied Mechanics and Materials,https://doi.org/10.4028/www.scientific.net/AMM.665.426,NA,Hangzhou,China,Xixi wetland,wetland,wetland,wetland,33.5,1.525,mean,g/m3 to ug/l,table 1,2,0.301,mg/l to ug/l,table 1
"Ni, 2014","Ni, W. M.",2014,"Impact of nutrients and temperature on algal growth and relative abundance of Xixi wetland, China",Applied Mechanics and Materials,https://doi.org/10.4028/www.scientific.net/AMM.665.426,NA,Hangzhou,China,Xixi wetland,wetland,wetland,wetland,11.2,1.049,mean,g/m3 to ug/l,table 1,3,0.477,mg/l to ug/l,table 1
"Ni, 2014","Ni, W. M.",2014,"Impact of nutrients and temperature on algal growth and relative abundance of Xixi wetland, China",Applied Mechanics and Materials,https://doi.org/10.4028/www.scientific.net/AMM.665.426,NA,Hangzhou,China,Xixi wetland,wetland,wetland,wetland,14.9,1.173,mean,g/m3 to ug/l,table 1,6,0.778,mg/l to ug/l,table 1
"Ni, 2014","Ni, W. M.",2014,"Impact of nutrients and temperature on algal growth and relative abundance of Xixi wetland, China",Applied Mechanics and Materials,https://doi.org/10.4028/www.scientific.net/AMM.665.426,NA,Hangzhou,China,Xixi wetland,wetland,wetland,wetland,2.3,0.362,mean,g/m3 to ug/l,table 1,18,1.255,mg/l to ug/l,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.07,-1.155,mean,none,table 1,2.06,0.314,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.26,-0.585,mean,none,table 1,2.61,0.417,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.5,-0.301,mean,none,table 1,2.74,0.438,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.29,-0.538,mean,none,table 1,3.23,0.509,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.21,-0.678,mean,none,table 1,3.84,0.584,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.32,-0.495,mean,none,table 1,3.94,0.595,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.68,-0.167,mean,none,table 1,4.28,0.631,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.28,-0.553,mean,none,table 1,4.53,0.656,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.52,-0.284,mean,none,table 1,4.56,0.659,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.39,-0.409,mean,none,table 1,5.39,0.732,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.32,-0.495,mean,none,table 1,5.41,0.733,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Michigan,United States of America,Lake Michigan oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,1.05,0.021,mean,none,table 1,5.53,0.743,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Michigan,United States of America,Lake Michigan oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.98,-0.009,mean,none,table 1,5.73,0.758,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.42,-0.377,mean,none,table 1,5.9,0.771,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Michigan,United States of America,Lake Michigan oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.36,-0.444,mean,none,table 1,5.92,0.772,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.48,-0.319,mean,none,table 1,5.98,0.777,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.4,-0.398,mean,none,table 1,6.09,0.785,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,1.08,0.033,mean,none,table 1,6.09,0.785,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Wisconsin,United States of America,Green Bay Lake eutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,3.74,0.573,mean,none,table 1,6.09,0.785,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.39,-0.409,mean,none,table 1,6.29,0.799,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Michigan,United States of America,Lake Michigan oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.77,-0.114,mean,none,table 1,6.5,0.813,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Wisconsin,United States of America,Green Bay Lake eutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.58,-0.237,mean,none,table 1,7.38,0.868,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Michigan,United States of America,Lake Michigan oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,1.58,0.199,mean,none,table 1,8.15,0.911,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Minnesota,United States of America,Lake Superior oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.66,-0.18,mean,none,table 1,8.42,0.925,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Wisconsin,United States of America,Green Bay Lake eutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,4.18,0.621,mean,none,table 1,14.1,1.149,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Wisconsin,United States of America,Green Bay Lake eutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,7.81,0.893,mean,none,table 1,34.3,1.535,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Wisconsin,United States of America,Green Bay Lake eutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,3.47,0.54,mean,none,table 1,48.2,1.683,none,table 1
"Ozersky and Camilleri, 2021","Ozersky, T., & Camilleri, A.",2021,Factors regulating lake periphyton biomass and nutrient limitation status across a large trophic gradient,Freshwater Biology,https://doi.org/10.1111/fwb.13836,NA,Wisconsin,United States of America,Green Bay Lake eutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,11.9,1.076,mean,none,table 1,76.4,1.883,none,table 1
"Pei et al., 2011","Pei, G. F., Liu, G. X., & Hu, Z. Y.",2011,A Comparative Study of Benthic Algal Colonization in Shallow Lakes of China,Journal of Freshwater Ecology,https://doi.org/10.1080/02705060.2010.9664383,NA,Hubei,China,Lake Liangzi littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,1.45,0.161,mean,none,table 1,20,1.301,mg/l to ug/l,table 1
"Pei et al., 2011","Pei, G. F., Liu, G. X., & Hu, Z. Y.",2011,A Comparative Study of Benthic Algal Colonization in Shallow Lakes of China,Journal of Freshwater Ecology,https://doi.org/10.1080/02705060.2010.9664383,NA,Hubei,China,Lake Niuchao littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,5.62,0.75,mean,none,table 1,23,1.362,mg/l to ug/l,table 1
"Pei et al., 2011","Pei, G. F., Liu, G. X., & Hu, Z. Y.",2011,A Comparative Study of Benthic Algal Colonization in Shallow Lakes of China,Journal of Freshwater Ecology,https://doi.org/10.1080/02705060.2010.9664383,NA,Hubei,China,Lake Donghu eutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,39.29,1.594,mean,none,table 1,230,2.362,mg/l to ug/l,table 1
"Pei et al., 2011","Pei, G. F., Liu, G. X., & Hu, Z. Y.",2011,A Comparative Study of Benthic Algal Colonization in Shallow Lakes of China,Journal of Freshwater Ecology,https://doi.org/10.1080/02705060.2010.9664383,NA,Hubei,China,Lake Nanhu shallow hypereutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,100.2,2.001,mean,none,table 1,790,2.898,mg/l to ug/l,table 1
"Pei et al., 2015","Pei, G., Wang, Q., & Liu, G.",2015,"The role of periphyton in phosphorus retention in shallow lakes with different trophic status, China",Aquatic Botany,https://doi.org/10.1016/j.aquabot.2015.04.005,NA,Hubei,China,Liangzihu Lake shallow mesotrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,1.45,0.161,mean,none,table 1,20,1.301,mg/l to ug/l,table 1
"Pei et al., 2015","Pei, G., Wang, Q., & Liu, G.",2015,"The role of periphyton in phosphorus retention in shallow lakes with different trophic status, China",Aquatic Botany,https://doi.org/10.1016/j.aquabot.2015.04.005,NA,Hubei,China,Niuchaohu Lake shallow mesotrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,5.62,0.75,mean,none,table 1,23,1.362,mg/l to ug/l,table 1
"Pei et al., 2015","Pei, G., Wang, Q., & Liu, G.",2015,"The role of periphyton in phosphorus retention in shallow lakes with different trophic status, China",Aquatic Botany,https://doi.org/10.1016/j.aquabot.2015.04.005,NA,Hubei,China,Lake Donghu eutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,39.29,1.594,mean,none,table 1,203,2.307,mg/l to ug/l,table 1
"Pei et al., 2015","Pei, G., Wang, Q., & Liu, G.",2015,"The role of periphyton in phosphorus retention in shallow lakes with different trophic status, China",Aquatic Botany,https://doi.org/10.1016/j.aquabot.2015.04.005,NA,Hubei,China,Nanhu Lake shallow hypereutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,100.2,2.001,mean,none,table 1,790,2.898,mg/l to ug/l,table 1
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,1.2,0.079,mean,none,table 2,20,1.301,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,6.96,0.843,mean,none,table 2,30,1.477,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,7.63,0.883,mean,none,table 2,30,1.477,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,3.18,0.502,mean,none,table 2,40,1.602,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,8.5,0.929,mean,none,table 2,40,1.602,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,9.49,0.977,mean,none,table 2,40,1.602,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,3.85,0.585,mean,none,table 2,50,1.699,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,3.98,0.6,mean,none,table 2,50,1.699,mg/l to ug/l,table 2
